"","country","year","country_id","e_regiongeo","v2x_polyarchy","v2x_libdem","v2x_delibdem","v2x_egaldem","v2x_liberal","v2xcl_rol","v2x_cspart","v2x_jucon","gov_seatshare","rooduijn_government","rooduijn_government_senior","gov_popul_mean","gov_popul_weighted","gov_poppa_mean","gov_poppa_weighted","no_govparties","rooduijn","gov_popul_prime","president","ruth_populism","singleparty_gov","syst","evnt","evnttype","execindp","invexe","date","year_start","year_end","year_interval"
"1694","Sweden",1990,5,2,0.915,0.883,0.888,0.881,0.976,0.991,0.98,0.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,"1",1990-01-01,1990-01-01,1990-12-31,1990-01-01 UTC--1990-12-31 UTC
"1695","Sweden",1991,5,2,0.916,0.883,0.889,0.879,0.976,0.991,0.954,0.976,48.7,"Non-Populist","Non-populist",0.11175,0.108065708418891,2.26286751031876,2.15733990923825,4,0,0.1,NA,NA,0,0,1,1,2,"1",1991-01-01,1991-01-01,1991-12-31,1991-01-01 UTC--1991-12-31 UTC
"1696","Sweden",1992,5,2,0.916,0.883,0.889,0.88,0.976,0.991,0.937,0.976,48.7,"Non-Populist","Non-populist",0.11175,0.108065708418891,NA,NA,4,NA,0.1,NA,NA,0,0,1,1,2,"1",1992-01-01,1992-01-01,1992-12-31,1992-01-01 UTC--1992-12-31 UTC
"1697","Sweden",1993,5,2,0.916,0.883,0.889,0.878,0.976,0.991,0.953,0.976,48.7,"Non-Populist","Non-populist",0.11175,0.108065708418891,NA,NA,4,NA,0.1,NA,NA,0,0,1,1,2,"1",1993-01-01,1993-01-01,1993-12-31,1993-01-01 UTC--1993-12-31 UTC
"1698","Sweden",1994,5,2,0.915,0.883,0.886,0.879,0.976,0.991,0.953,0.976,46.1,"Non-Populist","Non-populist",0.347,0.347,2.54242324829102,2.54242324829102,1,0,0.347,"Carlsson","Non-Populist",1,0,1,1,2,"1",1994-01-01,1994-01-01,1994-12-31,1994-01-01 UTC--1994-12-31 UTC
"1699","Sweden",1995,5,2,0.915,0.883,0.888,0.878,0.976,0.991,0.953,0.976,46.1,"Non-Populist","Non-populist",0.347,0.347,NA,NA,1,NA,0.347,"Carlsson","Non-Populist",1,0,1,1,2,"1",1995-01-01,1995-01-01,1995-12-31,1995-01-01 UTC--1995-12-31 UTC
"1700","Sweden",1996,5,2,0.915,0.883,0.885,0.876,0.976,0.991,0.953,0.976,46.1,"Non-Populist","Non-populist",0.347,0.347,NA,NA,1,NA,0.347,"Persson","Non-Populist",1,0,1,1,2,"1",1996-01-01,1996-01-01,1996-12-31,1996-01-01 UTC--1996-12-31 UTC
"1701","Sweden",1997,5,2,0.915,0.883,0.885,0.876,0.976,0.991,0.953,0.976,46.1,"Non-Populist","Non-populist",0.347,0.347,NA,NA,1,NA,0.347,"Persson","Non-Populist",1,0,1,1,2,"1",1997-01-01,1997-01-01,1997-12-31,1997-01-01 UTC--1997-12-31 UTC
"1702","Sweden",1998,5,2,0.914,0.882,0.884,0.87,0.976,0.991,0.953,0.976,49.8,"Non-Populist","Non-populist",0.47,0.407759036144578,3.35059070587158,2.94163849842118,2,0,0.347,"Persson","Non-Populist",0,0,1,1,2,"1",1998-01-01,1998-01-01,1998-12-31,1998-01-01 UTC--1998-12-31 UTC
"1703","Sweden",1999,5,2,0.912,0.88,0.882,0.867,0.976,0.991,0.953,0.976,49.8,"Non-Populist","Non-populist",0.47,0.407759036144578,NA,NA,2,NA,0.347,"Persson","Non-Populist",0,0,0,4,2,"1",1999-01-01,1999-01-01,1999-12-31,1999-01-01 UTC--1999-12-31 UTC
"1704","Sweden",2000,5,2,0.912,0.88,0.882,0.867,0.976,0.991,0.953,0.976,49.8,"Non-Populist","Non-populist",0.47,0.407759036144578,NA,NA,2,NA,0.347,"Persson","Non-Populist",0,0,1,1,2,"1",2000-01-01,2000-01-01,2000-12-31,2000-01-01 UTC--2000-12-31 UTC
"1705","Sweden",2001,5,2,0.912,0.88,0.882,0.867,0.976,0.991,0.953,0.976,49.8,"Non-Populist","Non-populist",0.47,0.407759036144578,NA,NA,2,NA,0.347,"Persson","Non-Populist",0,0,1,1,2,"1",2001-01-01,2001-01-01,2001-12-31,2001-01-01 UTC--2001-12-31 UTC
"1706","Sweden",2002,5,2,0.914,0.882,0.884,0.868,0.976,0.991,0.953,0.976,54.8,"Non-Populist","Non-populist",0.419,0.382923357664234,2.98759357134501,2.77097147703171,3,0,0.347,"Persson","Non-Populist",0,0,1,1,2,"1",2002-01-01,2002-01-01,2002-12-31,2002-01-01 UTC--2002-12-31 UTC
"1707","Sweden",2003,5,2,0.917,0.885,0.887,0.872,0.976,0.991,0.953,0.976,54.8,"Non-Populist","Non-populist",0.419,0.382923357664234,NA,NA,3,NA,0.347,"Persson","Non-Populist",0,0,1,1,2,"1",2003-01-01,2003-01-01,2003-12-31,2003-01-01 UTC--2003-12-31 UTC
"1708","Sweden",2004,5,2,0.917,0.885,0.887,0.872,0.976,0.991,0.953,0.976,54.8,"Non-Populist","Non-populist",0.419,0.382923357664234,NA,NA,3,NA,0.347,"Persson","Non-Populist",0,0,0,4,2,"1",2004-01-01,2004-01-01,2004-12-31,2004-01-01 UTC--2004-12-31 UTC
"1709","Sweden",2005,5,2,0.917,0.885,0.883,0.872,0.976,0.991,0.953,0.976,54.8,"Non-Populist","Non-populist",0.419,0.382923357664234,NA,NA,3,NA,0.347,"Persson","Non-Populist",0,0,0,4,2,"1",2005-01-01,2005-01-01,2005-12-31,2005-01-01 UTC--2005-12-31 UTC
"1710","Sweden",2006,5,2,0.919,0.888,0.88,0.873,0.977,0.992,0.953,0.976,51,"Non-Populist","Non-populist",0.12525,0.118849019607843,2.26286751031876,2.14457393136679,4,0,0.111,"Reinfeldt","Non-Populist",0,0,0,4,2,"1",2006-01-01,2006-01-01,2006-12-31,2006-01-01 UTC--2006-12-31 UTC
"1711","Sweden",2007,5,2,0.923,0.892,0.885,0.876,0.977,0.992,0.953,0.976,51,"Non-Populist","Non-populist",0.12525,0.118849019607843,NA,NA,4,NA,0.111,"Reinfeldt","Non-Populist",0,0,0,4,2,"1",2007-01-01,2007-01-01,2007-12-31,2007-01-01 UTC--2007-12-31 UTC
"1712","Sweden",2008,5,2,0.923,0.892,0.885,0.876,0.977,0.992,0.953,0.976,51,"Non-Populist","Non-populist",0.12525,0.118849019607843,NA,NA,4,NA,0.111,"Reinfeldt","Non-Populist",0,0,0,4,2,"1",2008-01-01,2008-01-01,2008-12-31,2008-01-01 UTC--2008-12-31 UTC
"1713","Sweden",2009,5,2,0.923,0.892,0.885,0.876,0.977,0.992,0.953,0.976,51,"Non-Populist","Non-populist",0.12525,0.118849019607843,NA,NA,4,NA,0.111,"Reinfeldt","Non-Populist",0,0,1,1,2,"1",2009-01-01,2009-01-01,2009-12-31,2009-01-01 UTC--2009-12-31 UTC
"1714","Sweden",2010,5,2,0.922,0.892,0.883,0.877,0.978,0.992,0.953,0.976,49.6,"Non-Populist","Non-populist",0.12525,0.117326612903226,2.26286751031876,2.11710619902418,4,0,0.111,"Reinfeldt","Non-Populist",0,0,0,4,2,"1",2010-01-01,2010-01-01,2010-12-31,2010-01-01 UTC--2010-12-31 UTC
"1715","Sweden",2011,5,2,0.921,0.89,0.881,0.876,0.978,0.991,0.953,0.976,49.6,"Non-Populist","Non-populist",0.12525,0.117326612903226,NA,NA,4,NA,0.111,"Reinfeldt","Non-Populist",0,0,1,1,2,"1",2011-01-01,2011-01-01,2011-12-31,2011-01-01 UTC--2011-12-31 UTC
"1716","Sweden",2012,5,2,0.922,0.894,0.883,0.877,0.979,0.992,0.953,0.98,49.6,"Non-Populist","Non-populist",0.12525,0.117326612903226,NA,NA,4,NA,0.111,"Reinfeldt","Non-Populist",0,0,1,1,2,"1",2012-01-01,2012-01-01,2012-12-31,2012-01-01 UTC--2012-12-31 UTC
"1717","Sweden",2013,5,2,0.924,0.896,0.872,0.863,0.981,0.991,0.947,0.98,49.6,"Non-Populist","Non-populist",0.12525,0.117326612903226,NA,NA,4,NA,0.111,"Reinfeldt","Non-Populist",0,0,0,4,2,"1",2013-01-01,2013-01-01,2013-12-31,2013-01-01 UTC--2013-12-31 UTC
"1718","Sweden",2014,5,2,0.921,0.893,0.859,0.861,0.981,0.991,0.947,0.98,39.6,"Non-Populist","Non-populist",0.332,0.341545454545455,2.40201127529144,2.49136434901844,2,0,0.347,"Loefven","Non-Populist",0,0,1,1,2,"1",2014-01-01,2014-01-01,2014-12-31,2014-01-01 UTC--2014-12-31 UTC
"1719","Sweden",2015,5,2,0.921,0.89,0.879,0.852,0.977,0.989,0.947,0.975,39.6,"Non-Populist","Non-populist",0.332,0.341545454545455,NA,NA,2,NA,0.347,"Loefven","Non-Populist",0,0,1,1,2,"1",2015-01-01,2015-01-01,2015-12-31,2015-01-01 UTC--2015-12-31 UTC
"1720","Sweden",2016,5,2,0.92,0.889,0.878,0.853,0.977,0.988,0.947,0.975,39.6,"Non-Populist","Non-populist",0.332,0.341545454545455,NA,NA,2,NA,0.347,"Loefven","Non-Populist",0,0,0,4,2,"1",2016-01-01,2016-01-01,2016-12-31,2016-01-01 UTC--2016-12-31 UTC
"1721","Sweden",2017,5,2,0.92,0.888,0.878,0.843,0.976,0.987,0.945,0.975,39.6,"Non-Populist","Non-populist",0.332,0.341545454545455,NA,NA,2,NA,0.347,"Loefven","Non-Populist",0,0,0,4,2,"1",2017-01-01,2017-01-01,2017-12-31,2017-01-01 UTC--2017-12-31 UTC
"1722","Sweden",2018,5,2,0.916,0.885,0.872,0.836,0.979,0.988,0.945,0.975,47.9,"Non-Populist","Non-populist",0.22175,0.270718162839248,2.15670067071915,2.32728354866171,4,0,0.343,"Loefven",NA,0,0,1,1,2,"1",2018-01-01,2018-01-01,2018-12-31,2018-01-01 UTC--2018-12-31 UTC
"1723","Sweden",2019,5,2,0.905,0.875,0.832,0.825,0.98,0.988,0.943,0.975,47.9,"Non-Populist","Non-populist",0.22175,0.270718162839248,NA,NA,4,NA,0.343,NA,NA,0,0,1,1,2,"1",2019-01-01,2019-01-01,2019-12-31,2019-01-01 UTC--2019-12-31 UTC
"1724","Sweden",2020,5,2,0.903,0.873,0.838,0.824,0.98,0.988,0.943,0.975,47.9,"Non-Populist","Non-populist",0.22175,0.270718162839248,NA,NA,4,NA,0.343,NA,NA,0,0,0,4,2,"1",2020-01-01,2020-01-01,2020-12-31,2020-01-01 UTC--2020-12-31 UTC
"1725","Sweden",2021,5,2,0.903,0.871,0.839,0.824,0.978,0.988,0.943,0.968,47.9,"Non-Populist","Non-populist",0.22175,0.270718162839248,NA,NA,4,NA,0.343,NA,NA,0,NA,NA,NA,NA,NA,2021-01-01,2021-01-01,2021-12-31,2021-01-01 UTC--2021-12-31 UTC
"1726","Sweden",2022,5,2,0.899,0.87,0.806,0.816,0.982,0.989,0.937,0.979,47.9,"Non-Populist","Non-populist",0.22175,0.270718162839248,NA,NA,4,NA,0.343,NA,NA,0,NA,NA,NA,NA,NA,2022-01-01,2022-01-01,2022-12-31,2022-01-01 UTC--2022-12-31 UTC
"1727","Switzerland",1990,6,1,0.887,0.831,0.852,0.807,0.947,0.976,0.975,0.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,1990-01-01,1990-01-01,1990-12-31,1990-01-01 UTC--1990-12-31 UTC
"1728","Switzerland",1991,6,1,0.889,0.834,0.854,0.81,0.947,0.978,0.975,0.988,72.5,"Populist","Non-populist",0.3855,0.338689655172414,4.23240888118744,3.71705503628172,4,NA,NA,NA,NA,0,0,1,1,NA,NA,1991-01-01,1991-01-01,1991-12-31,1991-01-01 UTC--1991-12-31 UTC
"1729","Switzerland",1992,6,1,0.889,0.833,0.854,0.81,0.947,0.978,0.975,0.988,72.5,"Populist","Non-populist",0.3855,0.338689655172414,NA,NA,4,NA,NA,NA,NA,0,0,1,1,NA,NA,1992-01-01,1992-01-01,1992-12-31,1992-01-01 UTC--1992-12-31 UTC
"1730","Switzerland",1993,6,1,0.889,0.837,0.854,0.81,0.953,0.978,0.975,0.988,72.5,"Populist","Non-populist",0.3855,0.338689655172414,NA,NA,4,NA,NA,NA,NA,0,0,1,1,NA,NA,1993-01-01,1993-01-01,1993-12-31,1993-01-01 UTC--1993-12-31 UTC
"1731","Switzerland",1994,6,1,0.889,0.837,0.854,0.81,0.953,0.978,0.975,0.988,72.5,"Populist","Non-populist",0.3855,0.338689655172414,NA,NA,4,NA,NA,NA,NA,0,0,1,1,NA,NA,1994-01-01,1994-01-01,1994-12-31,1994-01-01 UTC--1994-12-31 UTC
"1732","Switzerland",1995,6,1,0.89,0.838,0.854,0.811,0.953,0.978,0.975,0.988,81,"Populist","Non-populist",0.3935,0.375185185185185,4.23240888118744,3.86085529827777,4,NA,NA,NA,NA,0,0,1,1,NA,NA,1995-01-01,1995-01-01,1995-12-31,1995-01-01 UTC--1995-12-31 UTC
"1733","Switzerland",1996,6,1,0.893,0.84,0.857,0.813,0.953,0.978,0.975,0.988,81,"Populist","Non-populist",0.3935,0.375185185185185,NA,NA,4,NA,NA,NA,NA,0,0,1,1,NA,NA,1996-01-01,1996-01-01,1996-12-31,1996-01-01 UTC--1996-12-31 UTC
"1734","Switzerland",1997,6,1,0.893,0.84,0.857,0.813,0.953,0.978,0.975,0.988,81,"Populist","Non-populist",0.3935,0.375185185185185,NA,NA,4,NA,NA,NA,NA,0,0,1,1,NA,NA,1997-01-01,1997-01-01,1997-12-31,1997-01-01 UTC--1997-12-31 UTC
"1735","Switzerland",1998,6,1,0.893,0.84,0.857,0.819,0.953,0.978,0.975,0.988,81,"Populist","Non-populist",0.3935,0.375185185185185,NA,NA,4,NA,NA,NA,NA,0,0,1,1,NA,NA,1998-01-01,1998-01-01,1998-12-31,1998-01-01 UTC--1998-12-31 UTC
"1736","Switzerland",1999,6,1,0.892,0.84,0.857,0.819,0.954,0.979,0.975,0.988,86.5,"Populist","Non-populist",0.3935,0.419560693641619,4.23240888118744,4.34344648625809,4,NA,NA,NA,NA,0,1,1,3,2,"1",1999-01-01,1999-01-01,1999-12-31,1999-01-01 UTC--1999-12-31 UTC
"1737","Switzerland",2000,6,1,0.89,0.839,0.854,0.82,0.954,0.982,0.975,0.988,86.5,"Populist","Non-populist",0.3935,0.419560693641619,NA,NA,4,NA,NA,NA,NA,0,0,1,1,2,"1",2000-01-01,2000-01-01,2000-12-31,2000-01-01 UTC--2000-12-31 UTC
"1738","Switzerland",2001,6,1,0.89,0.839,0.854,0.82,0.954,0.982,0.975,0.988,86.5,"Populist","Non-populist",0.3935,0.419560693641619,NA,NA,4,NA,NA,NA,NA,0,0,1,1,2,"1",2001-01-01,2001-01-01,2001-12-31,2001-01-01 UTC--2001-12-31 UTC
"1739","Switzerland",2002,6,1,0.89,0.84,0.854,0.82,0.956,0.984,0.975,0.988,86.5,"Populist","Non-populist",0.3935,0.419560693641619,NA,NA,4,NA,NA,NA,NA,0,0,1,1,2,"1",2002-01-01,2002-01-01,2002-12-31,2002-01-01 UTC--2002-12-31 UTC
"1740","Switzerland",2003,6,1,0.89,0.845,0.854,0.82,0.963,0.984,0.975,0.988,85.5,"Populist","Non-populist",0.3935,0.481134502923977,4.23240888118744,4.85519319389299,4,NA,NA,NA,NA,0,0,1,1,2,"1",2003-01-01,2003-01-01,2003-12-31,2003-01-01 UTC--2003-12-31 UTC
"1741","Switzerland",2004,6,1,0.889,0.845,0.852,0.819,0.963,0.984,0.975,0.988,85.5,"Populist","Non-populist",0.3935,0.481134502923977,NA,NA,4,NA,NA,NA,NA,0,0,1,1,2,"1",2004-01-01,2004-01-01,2004-12-31,2004-01-01 UTC--2004-12-31 UTC
"1742","Switzerland",2005,6,1,0.889,0.845,0.852,0.819,0.963,0.984,0.975,0.988,85.5,"Populist","Non-populist",0.3935,0.481134502923977,NA,NA,4,NA,NA,NA,NA,0,0,1,1,2,"1",2005-01-01,2005-01-01,2005-12-31,2005-01-01 UTC--2005-12-31 UTC
"1743","Switzerland",2006,6,1,0.889,0.845,0.852,0.821,0.963,0.984,0.975,0.988,85.5,"Populist","Non-populist",0.3935,0.481134502923977,NA,NA,4,NA,NA,NA,NA,0,0,1,1,2,"1",2006-01-01,2006-01-01,2006-12-31,2006-01-01 UTC--2006-12-31 UTC
"1744","Switzerland",2007,6,1,0.891,0.847,0.855,0.822,0.963,0.984,0.975,0.988,52.5,"Non-Populist","Non-populist",0.224,0.262285714285714,2.5551765759786,2.69994694391886,3,NA,NA,NA,NA,0,0,1,1,2,"1",2007-01-01,2007-01-01,2007-12-31,2007-01-01 UTC--2007-12-31 UTC
"1745","Switzerland",2008,6,1,0.899,0.856,0.865,0.831,0.963,0.984,0.975,0.988,52.5,"Non-Populist","Non-populist",0.224,0.262285714285714,NA,NA,3,NA,NA,NA,NA,0,0,1,1,2,"1",2008-01-01,2008-01-01,2008-12-31,2008-01-01 UTC--2008-12-31 UTC
"1746","Switzerland",2009,6,1,0.899,0.855,0.865,0.831,0.962,0.982,0.975,0.988,52.5,"Non-Populist","Non-populist",0.224,0.262285714285714,NA,NA,3,NA,NA,NA,NA,0,0,1,1,2,"1",2009-01-01,2009-01-01,2009-12-31,2009-01-01 UTC--2009-12-31 UTC
"1747","Switzerland",2010,6,1,0.899,0.855,0.869,0.831,0.962,0.983,0.975,0.988,52.5,"Non-Populist","Non-populist",0.224,0.262285714285714,NA,NA,3,NA,NA,NA,NA,0,0,1,1,2,"1",2010-01-01,2010-01-01,2010-12-31,2010-01-01 UTC--2010-12-31 UTC
"1748","Switzerland",2011,6,1,0.901,0.858,0.871,0.833,0.962,0.983,0.975,0.988,83.5,"Populist","Non-populist",0.3954,0.498269461077844,3.68130435943604,4.79383757871068,5,NA,NA,NA,NA,0,0,1,1,2,"1",2011-01-01,2011-01-01,2011-12-31,2011-01-01 UTC--2011-12-31 UTC
"1749","Switzerland",2012,6,1,0.911,0.867,0.881,0.842,0.962,0.983,0.975,0.988,83.5,"Populist","Non-populist",0.3954,0.498269461077844,NA,NA,5,NA,NA,NA,NA,0,0,1,1,2,"1",2012-01-01,2012-01-01,2012-12-31,2012-01-01 UTC--2012-12-31 UTC
"1750","Switzerland",2013,6,1,0.911,0.867,0.88,0.843,0.963,0.982,0.975,0.988,83.5,"Populist","Non-populist",0.3954,0.498269461077844,NA,NA,5,NA,NA,NA,NA,0,0,1,1,2,"1",2013-01-01,2013-01-01,2013-12-31,2013-01-01 UTC--2013-12-31 UTC
"1751","Switzerland",2014,6,1,0.911,0.867,0.88,0.843,0.963,0.982,0.975,0.988,83.5,"Populist","Non-populist",0.3954,0.498269461077844,NA,NA,5,NA,NA,NA,NA,0,0,1,1,2,"1",2014-01-01,2014-01-01,2014-12-31,2014-01-01 UTC--2014-12-31 UTC
"1752","Switzerland",2015,6,1,0.908,0.865,0.876,0.84,0.963,0.985,0.974,0.988,84,"Populist","Non-populist",0.39375,0.512541666666667,4.23240888118744,5.24434752123696,4,NA,NA,NA,NA,0,0,1,1,2,"1",2015-01-01,2015-01-01,2015-12-31,2015-01-01 UTC--2015-12-31 UTC
"1753","Switzerland",2016,6,1,0.904,0.86,0.871,0.833,0.963,0.985,0.974,0.988,84,"Populist","Non-populist",0.39375,0.512541666666667,NA,NA,4,NA,NA,NA,NA,0,0,1,1,2,"1",2016-01-01,2016-01-01,2016-12-31,2016-01-01 UTC--2016-12-31 UTC
"1754","Switzerland",2017,6,1,0.91,0.872,0.88,0.839,0.969,0.985,0.974,0.988,84,"Populist","Non-populist",0.39375,0.512541666666667,NA,NA,4,NA,NA,NA,NA,0,0,1,1,2,"1",2017-01-01,2017-01-01,2017-12-31,2017-01-01 UTC--2017-12-31 UTC
"1755","Switzerland",2018,6,1,0.91,0.872,0.88,0.839,0.969,0.985,0.974,0.988,84,"Populist","Non-populist",0.39375,0.512541666666667,NA,NA,4,NA,NA,NA,NA,0,0,1,1,2,"1",2018-01-01,2018-01-01,2018-12-31,2018-01-01 UTC--2018-12-31 UTC
"1756","Switzerland",2019,6,1,0.909,0.87,0.879,0.837,0.969,0.985,0.974,0.988,73,"Populist","Non-populist",0.39375,0.497952054794521,4.23240888118744,5.0912217636631,4,NA,NA,NA,NA,0,0,0,4,2,"1",2019-01-01,2019-01-01,2019-12-31,2019-01-01 UTC--2019-12-31 UTC
"1757","Switzerland",2020,6,1,0.902,0.857,0.869,0.836,0.962,0.981,0.974,0.983,73,"Populist","Non-populist",0.39375,0.497952054794521,NA,NA,4,NA,NA,NA,NA,0,0,0,4,2,"1",2020-01-01,2020-01-01,2020-12-31,2020-01-01 UTC--2020-12-31 UTC
"1758","Switzerland",2021,6,1,0.898,0.851,0.863,0.834,0.959,0.984,0.974,0.983,73,"Populist","Non-populist",0.39375,0.497952054794521,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2021-01-01,2021-01-01,2021-12-31,2021-01-01 UTC--2021-12-31 UTC
"1759","Switzerland",2022,6,1,0.898,0.851,0.863,0.834,0.959,0.984,0.974,0.983,73,"Populist","Non-populist",0.39375,0.497952054794521,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2022-01-01,2022-01-01,2022-12-31,2022-01-01 UTC--2022-12-31 UTC
"1760","Ukraine",1990,100,4,0.375,0.233,0.169,0.374,0.505,0.719,0.193,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,"96",1990-01-01,1990-01-01,1990-12-31,1990-01-01 UTC--1990-12-31 UTC
"1761","Ukraine",1991,100,4,0.435,0.279,0.301,0.412,0.55,0.744,0.32,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,"96",1991-01-01,1991-01-01,1991-12-31,1991-01-01 UTC--1991-12-31 UTC
"1762","Ukraine",1992,100,4,0.541,0.335,0.348,0.438,0.555,0.722,0.468,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,"96",1992-01-01,1992-01-01,1992-12-31,1992-01-01 UTC--1992-12-31 UTC
"1763","Ukraine",1993,100,4,0.542,0.366,0.351,0.428,0.617,0.737,0.459,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,"96",1993-01-01,1993-01-01,1993-12-31,1993-01-01 UTC--1993-12-31 UTC
"1764","Ukraine",1994,100,4,0.551,0.362,0.372,0.435,0.598,0.751,0.434,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,"96",1994-01-01,1994-01-01,1994-12-31,1994-01-01 UTC--1994-12-31 UTC
"1765","Ukraine",1995,100,4,0.561,0.342,0.356,0.427,0.538,0.748,0.434,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,"96",1995-01-01,1995-01-01,1995-12-31,1995-01-01 UTC--1995-12-31 UTC
"1766","Ukraine",1996,100,4,0.546,0.331,0.335,0.405,0.53,0.737,0.478,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,"1",1996-01-01,1996-01-01,1996-12-31,1996-01-01 UTC--1996-12-31 UTC
"1767","Ukraine",1997,100,4,0.525,0.305,0.341,0.39,0.498,0.735,0.457,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,"1",1997-01-01,1997-01-01,1997-12-31,1997-01-01 UTC--1997-12-31 UTC
"1768","Ukraine",1998,100,4,0.455,0.269,0.304,0.349,0.498,0.732,0.457,0.31,7.6,NA,NA,0.081,0.081,NA,NA,1,NA,0.081,NA,NA,1,0,0,4,2,"1",1998-01-01,1998-01-01,1998-12-31,1998-01-01 UTC--1998-12-31 UTC
"1769","Ukraine",1999,100,4,0.433,0.26,0.278,0.312,0.507,0.706,0.43,0.31,7.6,NA,NA,0.081,0.081,NA,NA,1,NA,0.081,NA,NA,1,0,0,4,2,"1",1999-01-01,1999-01-01,1999-12-31,1999-01-01 UTC--1999-12-31 UTC
"1770","Ukraine",2000,100,4,0.386,0.237,0.259,0.275,0.499,0.728,0.474,0.257,7.6,NA,NA,0.081,0.081,NA,NA,1,NA,0.081,NA,NA,1,0,0,4,2,"1",2000-01-01,2000-01-01,2000-12-31,2000-01-01 UTC--2000-12-31 UTC
"1771","Ukraine",2001,100,4,0.382,0.237,0.258,0.275,0.508,0.73,0.474,0.257,7.6,NA,NA,0.081,0.081,NA,NA,1,NA,0.081,NA,NA,1,0,0,4,2,"1",2001-01-01,2001-01-01,2001-12-31,2001-01-01 UTC--2001-12-31 UTC
"1772","Ukraine",2002,100,4,0.388,0.249,0.26,0.281,0.535,0.74,0.474,0.31,24,NA,NA,0.0935,0.07925,NA,NA,2,NA,0.046,NA,NA,0,0,0,4,2,"1",2002-01-01,2002-01-01,2002-12-31,2002-01-01 UTC--2002-12-31 UTC
"1773","Ukraine",2003,100,4,0.396,0.267,0.27,0.283,0.572,0.736,0.474,0.31,24,NA,NA,0.0935,0.07925,NA,NA,2,NA,0.046,NA,NA,0,0,0,4,2,"1",2003-01-01,2003-01-01,2003-12-31,2003-01-01 UTC--2003-12-31 UTC
"1774","Ukraine",2004,100,4,0.38,0.273,0.289,0.296,0.612,0.715,0.474,0.388,24,NA,NA,0.0935,0.07925,NA,NA,2,NA,0.046,NA,NA,0,0,1,1,2,"1",2004-01-01,2004-01-01,2004-12-31,2004-01-01 UTC--2004-12-31 UTC
"1775","Ukraine",2005,100,4,0.456,0.293,0.38,0.332,0.562,0.759,0.64,0.285,24,NA,NA,0.0935,0.07925,NA,NA,2,NA,0.046,NA,NA,0,0,0,4,2,"1",2005-01-01,2005-01-01,2005-12-31,2005-01-01 UTC--2005-12-31 UTC
"1776","Ukraine",2006,100,4,0.573,0.381,0.45,0.407,0.607,0.795,0.608,0.315,66.6,NA,NA,0.466666666666667,0.386421921921922,NA,NA,3,NA,0.327,NA,NA,0,0,0,4,2,"1",2006-01-01,2006-01-01,2006-12-31,2006-01-01 UTC--2006-12-31 UTC
"1777","Ukraine",2007,100,4,0.604,0.406,0.486,0.428,0.619,0.806,0.608,0.324,50.7,NA,NA,0.564,0.617850098619329,NA,NA,2,NA,0.71,NA,NA,0,0,0,4,2,"1",2007-01-01,2007-01-01,2007-12-31,2007-01-01 UTC--2007-12-31 UTC
"1778","Ukraine",2008,100,4,0.611,0.402,0.477,0.428,0.604,0.804,0.614,0.301,50.7,NA,NA,0.564,0.617850098619329,NA,NA,2,NA,0.71,NA,NA,0,0,0,4,2,"1",2008-01-01,2008-01-01,2008-12-31,2008-01-01 UTC--2008-12-31 UTC
"1779","Ukraine",2009,100,4,0.608,0.401,0.47,0.427,0.6,0.805,0.614,0.298,50.7,NA,NA,0.564,0.617850098619329,NA,NA,2,NA,0.71,NA,NA,0,0,0,4,2,"1",2009-01-01,2009-01-01,2009-12-31,2009-01-01 UTC--2009-12-31 UTC
"1780","Ukraine",2010,100,4,0.491,0.279,0.326,0.336,0.482,0.716,0.496,0.198,50.7,NA,NA,0.564,0.617850098619329,NA,NA,2,NA,0.71,NA,NA,0,0,1,1,2,"1",2010-01-01,2010-01-01,2010-12-31,2010-01-01 UTC--2010-12-31 UTC
"1781","Ukraine",2011,100,4,0.482,0.267,0.315,0.328,0.461,0.742,0.479,0.188,50.7,NA,NA,0.564,0.617850098619329,NA,NA,2,NA,0.71,NA,NA,0,0,1,1,2,"1",2011-01-01,2011-01-01,2011-12-31,2011-01-01 UTC--2011-12-31 UTC
